code,accessible_area,accessible_area_m2pg,occupiable_area,occupiable_area_m2pg,accessible_volume,accessible_volume_pct,occupiable_volume_pct,specific_occupiable_area,lcd,pld,maxdsi,maxdsd_a,maxdsd_b,maxdsd_c,framework_density,a,b,c,alpha,beta,gamma,td10,topological_density,channel_dim,atoms,portals,cages,channels,junctions,connections,vol_accessibility_ratio,area_vol_ratio,pore_anisotropy,confinement_ratio,connections_per_atom,ab_ratio,bc_ratio,CO2_capacity_mmol_g,CO2_N2_selectivity,desorption_energy_kJ_mol,data_source
MTW,193.38,692.22,206.68,739.84,144.66,9.42,9.55,1345.8,6.3,6.3,6.08,1.27,5.68,2.41,18.2,25.552,5.256,12.117,90.0,109.312,90.0,912.0,0.776004,1.0,84.0,56.0,2.0,32.0,32.0,60.0,0.9863874345549738,73.48407643312102,0.7336943817144636,1.0,0.7142857142857143,4.861491628614916,0.43377073533052735,0.7,15.0,27.0,literature
MVY,37.94,316.92,37.94,316.92,5.74,1.0,1.0,663.33,4.4,3.1,3.76,2.94,1.8,1.27,21.0,5.021,8.151,13.977,90.0,90.0,90.0,935.0,0.6981845,1.0,36.0,34.0,2.0,4.0,6.0,12.0,1.0,316.92,0.42597298741887285,0.7045454545454545,0.3333333333333333,0.6159980370506686,0.5831723545825284,0.3461897036246123,13.801719623641885,25.475001851851808,estimated
MWW,837.58,1165.96,841.6,1171.55,787.64,17.43,17.44,1862.46,10.3,5.2,9.69,4.92,4.92,2.6,15.9,14.39,14.39,25.198,90.0,90.0,120.0,851.0,0.752127,2.0,216.0,100.0,14.0,34.0,30.0,46.0,0.9994266055045871,66.8938611589214,0.3230191216687938,0.5048543689320388,0.21296296296296297,1.0,0.5710770696086991,0.8,18.0,28.0,literature
NAB,161.18,1615.53,161.18,1615.53,43.84,7.05,7.05,2593.32,5.0,3.2,4.31,3.57,3.57,3.57,16.1,7.184,7.184,12.043,90.0,90.0,90.0,873.0,0.740741,3.0,30.0,28.0,1.0,20.0,11.0,91.0,1.0,229.15319148936172,0.0,0.64,3.033333333333333,1.0,0.596529104043843,0.530940691962977,27.992972365123947,28.81416136996627,estimated
NAT,306.88,1537.9,306.88,1537.9,111.55,9.06,9.06,2491.91,4.5,4.5,4.52,2.99,2.99,4.38,16.2,13.85,13.85,6.42,90.0,90.0,90.0,834.0,0.740741,3.0,60.0,52.0,0.0,45.0,83.0,163.0,1.0,169.74613686534215,0.23238905622787057,1.0,2.716666666666667,1.0,2.1573208722741435,1.2,35.0,32.0,literature
NES,1348.53,993.83,1386.86,1022.08,1232.9,14.91,14.96,1676.75,6.6,5.7,7.04,5.07,5.07,2.06,16.4,26.06,13.884,22.86,90.0,90.0,90.0,922.0,0.818688,2.0,408.0,96.0,24.0,95.0,104.0,126.0,0.9966577540106951,66.65526492287056,0.4273338467854361,0.8636363636363638,0.3088235294117647,1.8769806972054162,0.6073490813648295,0.6,15.0,26.0,literature
NON,0.0,0.0,695.27,791.88,0.0,0.0,8.85,1393.95,7.1,2.9,6.5,2.27,2.3,2.3,17.6,22.862,15.656,13.935,90.0,90.0,90.0,1038.0,0.915319,0.0,264.0,48.0,20.0,118.0,64.0,236.0,0.0,81.05164533820842,0.007563540644405528,0.4084507042253521,0.8939393939393939,1.4602708226877872,1.1235019734481522,0.03,2.0,16.0,literature
NPO,32.6,544.61,35.52,593.35,8.97,2.8,2.87,1107.67,4.3,4.3,4.23,2.08,2.08,3.71,15.9,8.391,8.391,5.259,90.0,90.0,120.0,869.0,0.75,1.0,18.0,47.0,2.0,12.0,8.0,20.0,0.9756097560975608,194.50357142857143,0.35873479241896694,1.0,1.1111111111111112,1.0,1.5955504848830575,0.330840186233211,15.929758915085166,25.728151170391747,estimated
NPT,5894.9,2051.51,5894.9,2051.51,4062.49,19.05,19.05,2763.67,10.9,4.2,10.28,3.56,3.56,3.56,13.5,13.883,13.883,13.883,90.0,90.0,90.0,774.0,0.6981845,3.0,864.0,464.0,40.0,640.0,200.0,1672.0,1.0,107.69081364829397,0.0,0.3853211009174312,1.9351851851851851,1.0,1.0,1.4699133324856946,40.47890122191126,32.0874170079978,estimated
NSI,86.96,726.3,86.96,726.3,22.24,3.48,3.48,1360.96,4.8,3.4,4.16,2.6,3.3,2.45,18.8,14.129,5.253,8.928,90.0,105.368,90.0,1016.0,0.869213,2.0,36.0,16.0,2.0,28.0,14.0,68.0,1.0,208.70689655172413,0.1630018872912119,0.7083333333333334,1.8888888888888888,2.6897011231677137,0.5883736559139785,0.35858825186058085,17.835665209049388,26.03709152340509,estimated
OBW,1644.51,2168.77,1644.51,2168.77,1357.18,22.73,22.73,2753.99,9.9,5.3,9.26,5.18,5.18,3.62,12.7,13.914,13.914,30.844,90.0,90.0,90.0,756.0,0.689892,3.0,228.0,60.0,10.0,142.0,50.0,421.0,1.0,95.4144302683678,0.193276055780218,0.5353535353535354,1.8464912280701755,1.0,0.4511088056023862,1.448190777427048,41.545651473546364,31.735623605242992,estimated
OFF,209.5,1166.54,212.77,1184.77,168.75,15.09,15.12,1903.23,7.3,7.3,7.0,3.43,3.43,6.61,16.1,13.063,13.063,7.565,90.0,90.0,120.0,739.0,0.628571,3.0,54.0,35.0,3.0,13.0,10.0,33.0,0.998015873015873,77.30550033134526,0.4089028632567951,1.0,0.6111111111111112,1.0,1.7267680105750165,2.0,55.0,35.0,literature
OKO,611.07,900.69,611.07,900.69,557.21,14.34,14.34,1573.07,6.9,4.7,6.7,1.34,5.1,5.9,17.5,24.06381,13.83322,12.3516,90.0,109.1282,90.0,949.0,0.6981845,2.0,108.0,59.0,6.0,31.0,29.0,72.0,1.0,62.80962343096235,0.5919427803520764,0.7083333333333334,0.6477272727272727,1.7395667819929126,1.1199536902101752,0.977123876691822,21.36818833599998,28.439692586312376,estimated
OSI,199.35,624.39,213.9,669.97,173.28,9.6,9.75,1185.62,6.9,6.9,6.66,2.44,2.44,6.28,17.7,18.506,18.506,5.268,90.0,90.0,90.0,892.0,0.777778,1.0,96.0,80.0,4.0,23.0,31.0,31.0,0.9846153846153846,65.040625,0.5959744714215491,1.0,0.3229166666666667,1.0,3.512908124525437,0.8,14.0,25.0,literature
OSO,179.48,1998.77,179.48,1998.77,134.77,19.95,19.95,2656.22,6.7,4.2,6.07,3.41,3.41,5.87,13.3,10.101,10.101,7.647,90.0,90.0,120.0,747.0,0.645,3.0,27.0,25.0,1.0,6.0,8.0,21.0,1.0,100.1889724310777,0.33576398633722915,0.6268656716417911,0.7777777777777778,1.0,1.3209101608473912,1.4095747855065834,39.69901879737198,31.87002339487494,estimated
OWE,184.74,1157.24,184.74,1157.24,96.71,10.35,10.35,1977.83,6.4,4.4,5.78,3.79,3.6,1.82,17.1,14.355,7.166,9.08,90.0,90.0,90.0,809.0,0.685714,2.0,48.0,38.0,2.0,7.0,11.0,24.0,1.0,111.81062801932367,0.35397141001244353,0.6875,0.5,2.0032096008931064,0.7892070484581498,1.0053303396250606,29.072436857852942,29.846458106060563,estimated
PAR,214.45,671.7,214.45,671.7,64.43,3.67,3.67,1221.02,4.9,2.7,4.21,1.07,1.8,3.61,19.5,21.555,8.761,9.304,90.0,91.55,90.0,773.0,0.664915,1.0,100.0,40.0,2.0,12.0,10.0,41.0,1.0,183.02452316076295,0.6054203326198417,0.5510204081632653,0.41,2.4603355781303504,0.9416380051590713,0.5313689960738822,18.554200566754638,26.81524696226295,estimated
PAU,9906.83,1477.6,9906.83,1477.6,5237.48,12.39,12.39,2343.02,11.1,4.7,10.48,4.07,4.07,4.07,15.9,34.838,34.838,34.838,90.0,90.0,90.0,728.0,0.623377,3.0,2016.0,1188.0,66.0,219.0,237.0,528.0,1.0,119.25746569814365,0.0,0.42342342342342343,0.2619047619047619,1.0,1.0,1.7,50.0,34.0,literature
PCR,425.98,711.59,450.82,753.08,220.54,6.89,7.02,1408.87,6.7,4.8,6.03,1.51,3.16,4.2,18.8,20.1437,14.0723,12.5223,90.0,115.651,90.0,1029.0,0.6981845,2.0,180.0,76.0,8.0,24.0,24.0,48.0,0.9814814814814815,103.27866473149493,0.45878634162314097,0.7164179104477612,0.26666666666666666,1.4314433319357887,1.1237791779465434,0.5961008218316799,19.202594879116162,26.100439463749996,estimated
PHI,455.64,1427.14,455.64,1427.14,193.3,9.89,9.89,2332.21,6.0,4.3,5.4,3.69,3.11,3.31,16.4,9.89,14.064,14.046,90.0,90.0,90.0,751.0,0.635556,3.0,96.0,32.0,4.0,8.0,12.0,16.0,1.0,144.30131445904954,0.08742385675166907,0.7166666666666667,0.16666666666666666,0.7032138794084187,1.001281503630927,1.5,40.0,33.0,literature
PON,214.06,893.95,214.06,893.95,92.91,7.04,7.04,1620.96,4.5,3.9,4.93,4.3,1.97,2.21,18.2,8.914,9.209,16.087,90.0,90.0,90.0,845.0,0.725,1.0,72.0,52.0,0.0,27.0,24.0,27.0,1.0,126.9815340909091,0.4533872237228366,0.8666666666666667,0.375,0.9679661200999022,0.5724498041897184,0.5926176184111438,16.127465598517837,25.788255448481898,estimated
POS,759.02,1188.68,760.97,1191.73,817.75,19.86,19.86,1847.82,6.9,4.7,7.27,5.68,5.68,6.58,15.5,18.7661,18.7661,11.69394,90.0,90.0,90.0,806.0,0.6981845,3.0,108.0,59.0,6.0,31.0,29.0,72.0,1.0,59.852970795568986,0.0868921809817163,0.7083333333333334,0.6477272727272727,1.0,1.604771360208792,1.313229730454315,28.796175682775303,30.298482741460237,estimated
PSI,359.08,993.83,422.7,1022.08,250.91,11.12,11.69,1716.4,6.9,4.7,6.7,3.32,3.28,3.65,20.7,8.22809,22.45626,37.89111,90.0,90.0,90.0,939.0,0.6981845,1.0,108.0,59.0,6.0,31.0,29.0,72.0,1.0,81.05164533820842,0.2242057233126143,0.7083333333333334,0.6477272727272727,0.3664051805598973,0.59265247178032,0.9893556037996017,23.035256085487383,27.227653853706368,estimated
PUN,625.91,1742.6,625.91,1742.6,360.12,14.97,14.97,2602.25,6.2,4.2,5.51,4.35,4.35,3.41,15.0,14.689,8.645,18.941,90.0,90.0,90.0,731.0,0.6981845,3.0,108.0,16.0,2.0,44.0,18.0,167.0,1.0,116.40614562458249,0.1344449016610028,0.6774193548387097,1.5462962962962963,1.6991324465008677,0.456417295813315,1.3139309811079252,40.080629677950824,30.746722395970842,estimated
RHO,710.69,1483.99,710.69,1483.99,685.13,20.63,20.63,2140.24,11.1,4.7,10.43,4.06,4.06,4.06,14.5,14.919,14.919,14.919,90.0,90.0,90.0,641.0,0.533333,3.0,144.0,68.0,2.0,62.0,16.0,124.0,1.0,71.93359185651964,0.0,0.42342342342342343,0.8611111111111112,1.0,1.0,3.1,120.0,42.0,literature
RON,328.28,587.56,336.2,601.72,227.44,7.39,7.41,1092.38,5.1,5.1,5.74,1.14,1.14,5.11,19.1,18.33,18.33,9.16,90.0,90.0,90.0,771.0,0.688981,1.0,176.0,200.0,6.0,11.0,29.0,35.0,0.9973009446693657,79.50744248985114,0.9304792565694782,1.0,0.19886363636363635,1.0,2.0010917030567685,0.6743177392977731,18.06726318016338,25.553396225373458,estimated
RRO,195.92,1090.91,195.92,1090.91,69.71,6.92,6.92,1944.19,4.4,4.4,4.46,4.09,1.54,3.13,17.9,7.412,8.641,17.18,90.0,113.678,90.0,924.0,0.801488,2.0,54.0,11.0,4.0,13.0,13.0,21.0,1.0,157.64595375722544,0.44106345069176056,1.0,0.3888888888888889,0.8577710913088763,0.5029685681024447,0.6990175191833503,24.28937348834912,28.06634780813974,estimated
RSN,468.27,1303.72,468.27,1303.72,150.55,7.03,7.03,2185.99,5.8,3.4,5.15,3.77,2.9,3.77,16.8,7.155,41.826,7.158,90.0,90.003,90.0,914.0,0.786947,3.0,108.0,74.0,2.0,56.0,30.0,203.0,1.0,185.45092460881935,0.14433756729740646,0.5862068965517241,1.8796296296296295,0.17106584421173432,5.84325230511316,0.7085720390525418,30.70309889505224,29.49518628996475,estimated
RTE,231.3,965.96,232.51,971.02,163.41,11.68,11.69,1662.5,7.7,4.6,7.06,1.92,1.82,3.98,17.2,14.098,13.67,7.431,90.0,102.421,90.0,844.0,0.715873,1.0,72.0,16.0,4.0,24.0,14.0,56.0,0.9991445680068435,82.70205479452055,0.4737958805687648,0.5974025974025974,0.7777777777777778,1.0313094367227507,1.8395909029740276,1.118036392877409,27.720494934478452,29.378478870339087,estimated
RTH,359.08,1124.7,359.08,1124.7,318.87,16.03,16.03,1805.49,8.8,4.8,8.18,4.14,1.67,2.76,16.1,9.762,20.53,9.996,90.0,96.897,90.0,817.0,0.695757,2.0,96.0,11.0,6.0,22.0,16.0,52.0,1.0,70.1621958827199,0.4333141645190045,0.5454545454545454,0.5416666666666666,0.4754992693619094,2.0538215286114445,1.2601716475399565,24.838263434667343,29.52029118601986,estimated
RUT,0.0,0.0,303.32,844.48,0.0,0.0,8.12,1527.59,6.6,2.2,5.96,1.93,1.54,1.93,18.1,13.224,13.286,12.454,90.0,114.842,90.0,902.0,0.767499,0.0,108.0,22.0,6.0,18.0,22.0,42.0,0.0,81.05164533820842,0.12509255832441887,0.33333333333333337,0.3888888888888889,0.9953334336895981,1.0668058455114822,0.3299693932803421,10.892526978964522,24.17468460771959,estimated
RWR,241.6,756.71,241.6,756.71,72.86,4.37,4.37,1449.69,5.1,3.8,4.42,1.99,1.99,1.66,19.2,7.806,7.806,27.35,90.0,90.0,90.0,1052.0,0.919647,1.0,96.0,33.0,8.0,24.0,32.0,48.0,1.0,173.16018306636155,0.1013433983152003,0.7450980392156863,0.5,1.0,0.2854113345521024,0.4991145594047392,16.518944866941734,26.22617015373313,estimated
RWY,1272.21,2656.48,1272.21,2656.48,2551.63,45.53,45.53,2270.29,15.0,6.9,14.4,6.29,6.29,6.29,7.6,17.762,17.762,17.762,90.0,90.0,90.0,410.0,0.333333,3.0,144.0,14.0,2.0,110.0,16.0,300.0,1.0,58.3457061278278,0.0,0.46,2.0833333333333335,1.0,1.0,2.5,60.0,35.0,literature
SAF,322.46,505.0,323.02,505.87,332.15,9.86,9.86,958.91,6.5,6.5,6.66,1.96,1.5,6.19,19.0,14.709,27.536,8.317,90.0,90.0,90.0,881.0,0.6981845,1.0,192.0,164.0,42.0,28.0,78.0,62.0,1.0,51.217038539553755,0.8036995988442578,1.0,0.3229166666666667,0.5341734456711213,3.310809186004569,0.6623932178105334,16.768036112721838,26.280757068557456,estimated
SAO,774.51,1386.22,785.77,1406.36,1014.26,25.69,25.71,1990.26,9.3,6.9,8.64,6.79,6.79,6.79,14.2,13.439,13.439,21.86,90.0,90.0,90.0,632.0,0.545455,3.0,168.0,100.0,6.0,28.0,40.0,111.0,0.999222092570984,53.95951732191514,0.0,0.7419354838709677,0.6607142857142857,1.0,0.614775846294602,2.568695165516626,72.60605495263532,33.44814198738295,estimated
SAS,383.49,1201.14,396.56,1242.06,387.22,18.09,18.14,1852.3,9.6,4.9,8.99,2.02,2.02,4.22,14.9,14.349,14.349,10.398,90.0,90.0,90.0,701.0,0.586667,1.0,96.0,114.0,6.0,38.0,20.0,85.0,0.9972436604189636,66.39800995024876,0.4613210383355363,0.5104166666666667,0.8854166666666666,1.0,1.3799769186381998,1.6,50.0,34.0,literature
SAT,727.82,1013.16,777.2,1081.92,571.01,13.02,13.18,1771.68,7.5,3.6,6.84,3.25,3.25,3.25,16.4,12.871,12.871,30.577,90.0,90.0,120.0,763.0,0.644444,3.0,216.0,147.0,12.0,98.0,48.0,230.0,0.9878603945371776,77.81566820276498,0.0,0.48000000000000004,1.0648148148148149,1.0,0.4209373058180986,1.5,45.0,33.0,literature
SAV,719.22,1501.79,727.9,1519.91,586.48,17.85,17.88,2215.92,9.5,4.7,8.82,3.75,3.75,4.1,14.6,18.653,18.653,9.441,90.0,90.0,90.0,690.0,0.587302,3.0,144.0,84.0,7.0,19.0,16.0,55.0,0.9983221476510068,84.13389355742297,0.0522601536766471,0.4947368421052632,0.3819444444444444,1.0,1.9757440949052005,1.8,55.0,35.0,literature
SBE,1755.36,1374.51,1755.36,1374.51,2461.28,26.41,26.41,1883.28,13.2,7.9,12.54,7.27,7.27,3.88,13.7,18.534,18.534,27.134,90.0,90.0,90.0,619.0,0.514323,2.0,384.0,292.0,6.0,118.0,48.0,216.0,1.0,52.04505868989019,0.3187650509043699,0.5984848484848485,0.5625,1.0,0.6830544704061324,1.4,40.0,32.0,literature
SBN,142.19,1425.1,142.19,1425.1,55.08,8.89,8.89,2295.65,5.7,3.4,5.06,3.8,3.8,2.65,16.1,7.187,7.187,13.846,90.0,90.0,120.0,813.0,0.6981845,3.0,30.0,30.0,2.0,24.0,10.0,115.0,1.0,160.3037120359955,0.19432765158089843,0.5964912280701754,3.8333333333333335,1.0,0.5190668785208725,0.7982739740178479,31.767186425906644,30.876890069947216,estimated
SBS,1232.78,1287.08,1278.04,1334.33,1905.18,27.23,27.34,1826.51,12.1,6.6,11.45,7.27,7.27,5.72,13.7,17.193,17.193,27.333,90.0,90.0,120.0,617.0,0.534092,3.0,288.0,200.0,10.0,99.0,38.0,277.0,0.9959765910753475,47.26698494307748,0.13251129080610857,0.5454545454545454,0.9618055555555556,1.0,0.6290198660959281,1.8379745147347417,48.512062786488265,35.1649785713021,estimated
SBT,1860.44,1294.92,1928.09,1342.01,2861.35,27.25,27.36,1836.08,11.8,6.7,11.17,7.34,7.34,5.71,13.7,17.191,17.191,41.03,90.0,90.0,120.0,617.0,0.522344,3.0,432.0,300.0,12.0,132.0,59.0,369.0,0.9959795321637427,47.52,0.1384621292955993,0.5677966101694915,0.8541666666666666,1.0,0.41898610772605405,1.8474862114830244,48.824002330852394,35.12442135646181,estimated
SEW,666.69,1012.44,673.04,1022.08,671.91,16.6,16.6,1662.63,6.9,4.7,7.35,5.29,5.97,1.92,17.0,23.72894,11.29319,14.47187,90.0,90.0,90.0,836.0,0.6981845,2.0,108.0,59.0,6.0,31.0,29.0,72.0,1.0,60.99036144578313,0.4936539020099633,0.7083333333333334,0.6477272727272727,2.1011724765101802,0.7803545775355915,1.0509878112050923,22.115725098019542,27.605951948736944,estimated
SFE,106.74,764.15,106.74,764.15,100.33,12.61,12.61,1341.21,6.5,6.5,6.66,1.6,6.29,1.6,16.9,11.457,5.255,13.994,90.0,100.96,90.0,892.0,0.767358,1.0,42.0,16.0,2.0,26.0,24.0,50.0,1.0,60.598731165741476,0.8559871746573271,1.0,1.1904761904761905,2.1802093244529024,0.37551807917679003,0.888472236688617,15.704013052835883,26.457277388149343,estimated
SFF,280.61,878.91,280.61,878.91,250.91,13.99,13.99,1564.9,8.2,5.9,7.59,1.63,1.37,5.34,17.8,11.454,21.695,7.227,90.0,93.154,90.0,880.0,0.765073,1.0,96.0,16.0,6.0,8.0,12.0,24.0,1.0,62.8241601143674,0.7988608550307952,0.7195121951219513,0.25,0.5279557501728509,3.0019371800193717,1.0808233825838631,19.29397839399458,27.887714061545903,estimated
SFG,548.73,743.21,557.84,755.56,466.63,11.12,11.13,1329.77,7.6,5.6,6.96,4.98,2.62,5.38,17.6,25.532,12.575,13.066,90.0,90.0,90.0,932.0,0.850442,2.0,222.0,102.0,12.0,103.0,86.0,202.0,0.9991015274034141,66.83543165467627,0.34471963492893704,0.7368421052631579,0.9099099099099099,2.0303777335984097,0.962421552120006,0.801096246737947,21.121730286353788,28.84184728088318,estimated
SFH,472.86,740.54,482.1,755.0,544.79,14.88,14.9,1316.74,7.6,7.6,7.63,6.79,1.5,1.78,16.5,5.255,34.319,21.518,90.0,90.0,90.0,835.0,0.724192,1.0,192.0,102.0,26.0,54.0,81.0,111.0,0.9986577181208054,49.76747311827957,0.8867868926298943,1.0,0.578125,0.15312217721961593,1.594897295287666,0.7369380308496212,16.826962872746094,27.205855488290766,estimated
SFN,275.69,863.51,288.97,905.1,303.32,15.69,15.79,1494.86,7.3,7.3,7.94,1.65,6.7,2.42,16.6,25.221,5.256,15.022,90.0,103.89,90.0,819.0,0.692828,1.0,96.0,46.0,2.0,40.0,36.0,60.0,0.993666877770741,55.035691523263225,0.757859837691143,1.0,0.625,4.79851598173516,0.34988683264545334,0.8634332813464332,16.57389053349359,25.860651583543333,estimated
SFO,413.58,1295.38,413.58,1295.38,412.9,19.57,19.57,1960.31,7.6,7.6,7.92,1.64,3.64,6.95,15.2,22.585,13.568,6.971,90.0,99.016,90.0,681.0,0.575084,2.0,96.0,44.0,8.0,20.0,22.0,40.0,1.0,66.19213081246806,0.6578405547287525,1.0,0.4166666666666667,1.664578419811321,1.946349160809066,1.2735754052440158,33.23352417307018,29.981651808803846,estimated
SFS,564.01,1009.45,564.01,1009.45,537.49,15.96,15.96,1674.85,8.2,6.3,7.52,1.8,5.92,4.84,16.6,14.013,20.027,12.488,90.0,106.08,90.0,877.0,0.6981845,2.0,168.0,32.0,14.0,46.0,52.0,97.0,1.0,63.24874686716792,0.5102602591523923,0.7682926829268293,0.5773809523809523,0.6997053977130873,1.603699551569507,0.9195176388417848,19.274647679656596,27.374349509496614,estimated
SFV,6954.73,889.11,6958.3,889.56,5463.69,12.3,12.3,1566.38,8.3,6.0,7.67,5.3,5.3,4.84,17.6,20.1528,20.1528,109.7563,90.0,90.0,90.0,932.0,0.6981845,3.0,2352.0,626.0,196.0,380.0,674.0,1120.0,1.0,72.28536585365853,0.051602549966430274,0.7228915662650601,0.47619047619047616,1.0,0.18361406133406466,0.9749442312988993,31.90782544216376,29.605990258031106,estimated
SFW,1570.14,1457.16,1583.4,1469.46,1230.83,17.2,17.21,2212.17,6.9,4.7,7.78,3.65,3.65,3.65,15.1,13.68061,13.68061,44.16007,90.0,90.0,120.0,690.0,0.6981845,3.0,108.0,59.0,6.0,31.0,29.0,72.0,0.9994189424753049,84.71860465116279,0.0,0.7083333333333334,0.6477272727272727,1.0,0.30979593103000064,1.5849630863990767,66.56437753622751,32.066793558483816,estimated
SGT,0.0,0.0,546.04,855.13,0.0,0.0,11.9,1489.36,8.4,2.7,7.74,2.11,2.11,2.11,17.5,10.329,10.329,34.364,90.0,90.0,90.0,962.0,0.862901,0.0,192.0,32.0,12.0,22.0,24.0,65.0,0.0,81.05164533820842,0.0,0.32142857142857145,0.3385416666666667,1.0,0.3005761843790013,0.06,3.0,18.0,literature
SIV,942.16,1475.49,942.16,1475.49,381.1,9.74,9.74,2409.17,6.0,4.4,5.38,3.73,3.31,3.37,16.4,9.877,14.075,28.131,90.0,90.0,90.0,741.0,0.636,3.0,192.0,48.0,12.0,60.0,36.0,181.0,1.0,151.4876796714579,0.06546292041268326,0.7333333333333334,0.9427083333333334,0.7017406749555951,0.5003377057338878,0.35,15.0,26.0,literature
SOD,0.0,0.0,133.25,1112.98,0.0,0.0,10.26,1849.38,7.0,3.2,6.32,2.53,2.53,2.53,16.7,8.965,8.965,8.965,90.0,90.0,90.0,791.0,0.666667,0.0,36.0,48.0,2.0,32.0,10.0,64.0,0.0,81.05164533820842,0.0,0.4571428571428572,1.7777777777777777,1.0,1.0,0.05,3.0,18.0,literature
SOF,550.91,1380.42,550.91,1380.42,306.08,12.57,12.57,2261.77,4.8,4.7,5.14,4.17,4.17,4.42,16.4,20.332,12.085,10.275,90.0,105.254,90.0,817.0,0.6981845,3.0,120.0,40.0,4.0,24.0,24.0,24.0,1.0,109.81861575178998,0.033935164725095564,0.9791666666666667,0.2,1.6824162184526272,1.1761557177615571,1.1724838772248811,34.37305045587689,30.17003484336607,estimated
SOS,314.23,1312.27,314.23,1312.27,132.45,9.36,9.36,2221.55,5.5,4.2,4.82,2.92,4.27,2.92,17.0,20.437,7.116,9.726,90.0,90.0,90.0,728.0,0.631746,3.0,72.0,44.0,2.0,16.0,16.0,32.0,1.0,140.19978632478634,0.2312827487851616,0.7636363636363637,0.4444444444444444,2.8719786396852167,0.7316471314003701,1.2326568870367114,37.09072791292208,31.757877933578225,estimated
SSF,438.06,813.07,472.6,877.18,512.99,15.63,15.85,1440.33,6.8,6.8,7.66,6.22,6.22,2.61,16.5,17.21,17.21,12.792,90.0,90.0,120.0,821.0,0.6981845,2.0,162.0,115.0,8.0,50.0,79.0,137.0,0.9861198738170348,52.01983365323097,0.4154620209517374,1.0,0.845679012345679,1.0,1.3453721075672296,0.9491708972917958,22.311842812564002,26.520536671763786,estimated
SSO,777.89,974.58,784.72,983.13,629.24,13.11,13.12,1634.86,6.9,4.7,6.79,1.65,4.89,1.58,16.7,19.90203,10.15609,24.68916,90.0,105.88,90.0,768.0,0.6981845,1.0,108.0,59.0,6.0,31.0,29.0,72.0,0.9992378048780488,74.33867276887872,0.6986992747607791,0.7083333333333334,0.6477272727272727,1.959615363786654,0.41135826411267135,0.9576901377013343,23.85616198667356,28.744186314180084,estimated
SSY,200.55,717.9,200.55,717.9,186.95,12.17,12.17,1305.56,6.6,6.6,7.1,1.67,1.57,5.75,16.9,5.258,22.579,13.977,90.0,90.0,90.0,900.0,0.784646,1.0,84.0,24.0,12.0,42.0,52.0,81.0,1.0,58.98931799506984,0.7958779029784334,1.0,0.9642857142857143,0.2328712520483635,1.615439650854976,0.7640702935196693,15.093248751193489,26.402917292408304,estimated
STF,313.57,982.13,313.57,982.15,291.82,15.39,15.39,1653.66,8.3,6.0,7.63,1.57,1.26,5.44,16.9,14.104,18.205,7.477,90.0,98.989,90.0,877.0,0.748986,1.0,96.0,18.0,6.0,3.0,8.0,10.0,1.0,63.81611435997401,0.8448603461011773,0.7228915662650601,0.10416666666666667,0.7747322164240593,2.4348000534973915,1.2381341866905125,22.812120381162934,28.599937135091658,estimated
STI,827.65,1152.13,827.65,1152.13,572.35,13.27,13.27,1919.14,6.9,5.4,6.29,4.94,2.96,1.85,16.7,13.502,17.802,17.942,90.0,90.0,90.0,852.0,0.720342,2.0,216.0,76.0,16.0,47.0,38.0,122.0,1.0,86.82215523737756,0.48162447007758524,0.782608695652174,0.5648148148148148,0.7584541062801933,0.992197079478319,1.2,30.0,31.0,literature
STO,620.07,554.9,632.17,565.72,594.98,9.94,9.95,1055.64,6.7,6.7,6.8,1.72,6.09,2.07,18.7,29.886,8.39,24.731,90.0,105.048,90.0,924.0,0.6981845,1.0,336.0,226.0,37.0,38.0,76.0,71.0,0.9989949748743718,55.82494969818914,0.7373375842230628,1.0,0.2113095238095238,3.5620977353992846,0.3392503335894222,0.7255347404226129,16.160944257874462,26.205315227487738,estimated
STT,653.81,1023.92,653.86,1023.99,524.36,13.9,13.9,1733.0,7.7,4.4,7.04,2.76,1.89,2.76,17.0,13.05,21.853,13.573,90.0,102.905,90.0,859.0,0.760705,2.0,192.0,28.0,12.0,40.0,36.0,92.0,1.0,73.66330935251798,0.203358191981771,0.5714285714285715,0.4791666666666667,0.5971720129959274,1.6100346275694395,0.6,25.0,29.0,literature
STW,791.55,1322.26,791.55,1322.26,509.81,13.93,13.93,2162.28,6.1,4.1,5.43,3.38,3.38,4.88,16.4,11.887,11.887,29.915,90.0,90.0,120.0,812.0,0.6981845,3.0,180.0,42.0,7.0,36.0,25.0,104.0,1.0,94.92175161521895,0.22320242365578313,0.6721311475409836,0.5777777777777777,1.0,0.3973591843556744,1.2913562762164172,35.663545372626956,31.370832363830125,estimated
SVR,844.78,920.34,845.21,920.81,575.18,10.75,10.75,1580.17,5.7,4.5,5.85,4.65,4.65,4.65,17.2,20.408,13.304,20.166,90.0,102.333,90.0,874.0,0.6981845,3.0,284.0,56.0,20.0,57.0,70.0,92.0,1.0,85.61302325581396,0.0,0.7894736842105263,0.323943661971831,1.5339747444377632,0.6597242884062283,0.991125860103583,29.428594028491382,29.948619899213053,estimated
